"CUSTOMER_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","LTV","LTV_BIN"
"CU6791","TY","MCINTYRE","NY","NorthEast","M","Nurse","No",49,0,60501,0,1,0,2,"SINGLE",21025.25,"MEDIUM"
"CU4245","LINWOOD","WEIR","CA","West","M","Not specified","No",48,1,68959,1,1,0,1,"SINGLE",15539.75,"MEDIUM"
"CU8506","JON","DUTTON","MI","Midwest","M","Plumber","No",48,0,70749,1,1,1,1,"DIVORCED",30987.25,"VERY HIGH"
"CU10680","DOMINIQUE","PUGH","CA","West","M","Bank Teller","No",39,1,68987,2,1,1,2,"MARRIED",23146.75,"HIGH"
"CU2366","VIRGILIO","LEVY","CO","West","M","Administrative Assistant","No",46,1,61075,0,1,0,2,"SINGLE",15868.75,"MEDIUM"
"CU7014","SON","WALSH","MI","Midwest","M","Nurse","No",67,0,60998,0,1,0,2,"SINGLE",22949.5,"HIGH"
"CU10518","ZACHERY","RUDOLPH","CA","West","M","Nurse","No",41,1,66533,0,0,0,2,"SINGLE",16733.25,"MEDIUM"
"CU860","JIM","HOPPER","NY","NorthEast","M","Administrative Assistant","No",0,0,74494,0,1,0,2,"SINGLE",0,"LOW"
"CU13297","MARQUIS","MALLOY","NY","NorthEast","M","Truck Driver","No",25,1,68988,3,1,1,3,"DIVORCED",20247,"MEDIUM"
"CU8716","FRANK","SHEPPARD","NY","NorthEast","M","Nurse","No",44,0,62848,3,1,2,3,"SINGLE",35612,"VERY HIGH"
"CU4845","MARGRET","GARVIN","NY","NorthEast","F","DBA","No",47,1,59934,1,1,1,1,"DIVORCED",23183.5,"HIGH"
"CU15400","WILLIAMS","MYERS","NY","NorthEast","M","Nurse","No",27,0,63498,3,1,1,3,"SINGLE",24074.5,"HIGH"
"CU5114","MARIAM","COTTRELL","NY","NorthEast","F","IT Staff","No",64,1,57693,1,1,1,1,"DIVORCED",24323.25,"HIGH"
"CU11130","JANYCE","LIM","MI","Midwest","F","PROF-22","No",50,1,61493,1,1,1,1,"MARRIED",23873.25,"HIGH"
"CU3265","JERRELL","KIM","FL","South","M","PROF-23","No",35,1,59851,4,1,1,4,"MARRIED",17462.75,"MEDIUM"
"CU10411","STEWART","PAYTON","NY","NorthEast","M","Truck Driver","No",34,0,59975,3,1,1,3,"MARRIED",23893.75,"HIGH"
"CU8180","SETH","HUMPHREYS","WA","West","M","PROF-25","No",37,0,56582,3,1,1,3,"DIVORCED",23345.5,"HIGH"
"CU13653","MIQUEL","CHERRY","NY","NorthEast","M","Administrative Assistant","No",53,0,60108,3,1,1,3,"SINGLE",25827,"HIGH"
"CU7701","HUNTER","HURLEY","NY","NorthEast","M","Programmer/Developer","No",22,0,67076,3,1,0,3,"SINGLE",14469,"MEDIUM"
"CU4371","LILLY","GRADY","MS","South","F","IT Staff","No",46,1,63268,1,1,1,2,"MARRIED",24417,"HIGH"
"CU13390","RODERICK","WAGONER","MI","Midwest","M","PROF-27","No",47,0,65955,3,1,1,3,"SINGLE",26688.75,"HIGH"
"CU9594","JERRICA","KHAN","CA","West","F","Homemaker","No",53,0,64428,1,1,1,1,"DIVORCED",29907,"HIGH"
"CU12638","OTTO","HARMON","CA","West","M","PROF-4","No",27,1,59127,3,1,1,3,"MARRIED",17981.75,"MEDIUM"
"CU11877","SANFORD","JOSEPH","NY","NorthEast","M","Professor","No",30,0,63363,3,1,1,3,"MARRIED",24340.75,"HIGH"
"CU8238","ARGENTINA","FLAHERTY","OR","West","F","Author","No",58,0,60740,1,1,1,1,"MARRIED",29485,"HIGH"
"CU8734","SCARLET","MERRILL","NY","NorthEast","F","Programmer/Developer","No",31,0,63251,5,1,2,5,"MARRIED",31412.75,"VERY HIGH"
"CU6061","LAURENCE","MCCABE","NY","NorthEast","M","Secretary","No",50,1,61083,1,1,1,1,"DIVORCED",23770.75,"HIGH"
"CU9038","KURTIS","BUNDY","DC","NorthEast","M","Waiter/Waitress","No",68,0,58918,0,1,1,2,"MARRIED",32529.5,"VERY HIGH"
"CU8196","RUBIE","CARON","MI","Midwest","F","Programmer/Developer","No",36,0,73019,1,1,1,1,"DIVORCED",30354.75,"VERY HIGH"
"CU10447","JIMMIE","CHRISTIE","NY","NorthEast","M","Sales Representative","No",26,1,66575,3,1,1,3,"DIVORCED",19743.75,"MEDIUM"
"CU6315","MELLISSA","CAMPBELL","CA","West","F","Waiter/Waitress","No",53,1,73881,1,1,0,4,"WIDOWED",18770.25,"MEDIUM"
"CU5177","ELOIS","WATSON","NY","NorthEast","F","Veterinarian","No",45,1,64610,2,1,2,4,"DIVORCED",33652.5,"VERY HIGH"
"CU9385","DAVINA","MULLEN","MI","Midwest","F","Construction Laborer","No",30,0,54947,1,1,1,1,"MARRIED",25236.75,"HIGH"
"CU12228","MARVIN","PEOPLES","MI","Midwest","M","IT Staff","No",41,1,64244,3,1,1,3,"DIVORCED",20661,"MEDIUM"
"CU895","KIT","MOFFETT","NY","NorthEast","F","Not specified","No",41,0,60028,1,1,2,1,"DIVORCED",37607,"VERY HIGH"
"CU10473","FLORENCIO","HAINES","DC","NorthEast","M","IT Staff","No",24,1,60249,1,1,1,1,"MARRIED",20962.25,"MEDIUM"
"CU3742","NOE","HARMON","NY","NorthEast","M","Plumber","No",58,1,69057,3,1,1,3,"DIVORCED",23564.25,"HIGH"
"CU4470","DARYL","NORWOOD","MI","Midwest","M","Construction Laborer","No",33,1,65217,0,1,0,2,"SINGLE",15604.25,"MEDIUM"
"CU15671","MIQUEL","FUGATE","NY","NorthEast","M","Clerical","No",42,1,62530,4,1,1,4,"MARRIED",18832.5,"MEDIUM"
"CU3918","MATHEW","DENT","CA","West","M","Waiter/Waitress","No",34,0,63281,1,1,0,1,"SINGLE",17720.25,"MEDIUM"
"CU4215","BRADY","WASHINGTON","NY","NorthEast","M","Administrative Assistant","No",50,0,67356,0,1,0,2,"SINGLE",22839,"HIGH"
"CU2108","LISBETH","HOLT","NY","NorthEast","F","PROF-35","No",30,1,64766,1,1,1,1,"DIVORCED",22691.5,"HIGH"
"CU15800","GRANT","SWAIN","UT","Southwest","M","Programmer/Developer","No",26,0,54879,1,1,1,1,"MARRIED",24819.75,"HIGH"
"CU5662","VIRGINIA","ODOM","MI","Midwest","F","Clerical","No",56,1,65305,1,1,2,1,"DIVORCED",35426.25,"VERY HIGH"
"CU4884","JARRED","DOWLING","NY","NorthEast","M","Truck Driver","No",47,0,58991,0,1,0,2,"SINGLE",20447.75,"MEDIUM"
"CU3526","BENNIE","NIELSON","NY","NorthEast","F","Homemaker","No",51,0,65364,1,1,1,1,"DIVORCED",29941,"HIGH"
"CU391","AMAL","MINOR","NY","NorthEast","F","Truck Driver","No",38,0,61774,1,1,1,1,"MARRIED",27743.5,"HIGH"
"CU15853","ELIJAH","OUELLETTE","CA","West","M","Programmer/Developer","No",19,0,56552,3,1,0,3,"SINGLE",11538,"LOW"
"CU497","DALE","FARR","CA","West","F","PROF-46","No",70,0,63021,1,1,1,1,"MARRIED",31255.25,"VERY HIGH"
"CU1815","NEIL","LOGAN","UT","Southwest","M","Nurse","No",0,0,68755,0,1,0,2,"SINGLE",0,"LOW"
"CU13980","ETHELYN","WHITMAN","MI","Midwest","F","IT Staff","No",31,1,83263,1,1,1,1,"MARRIED",27415.75,"HIGH"
"CU3969","TRINIDAD","GAGE","IL","Midwest","M","Veterinarian","No",40,1,68668,0,1,1,2,"DIVORCED",27167,"HIGH"
"CU15927","ARLA","COREY","UT","Southwest","F","Construction Laborer","No",33,0,80551,4,1,1,4,"DIVORCED",27437.75,"HIGH"
"CU3167","KELI","PETERS","NY","NorthEast","F","Cashier","No",54,1,57501,1,1,1,4,"DIVORCED",24775.25,"HIGH"
"CU9766","WES","MEJIA","MI","Midwest","M","Not specified","No",44,0,69518,1,1,1,1,"DIVORCED",30279.5,"VERY HIGH"
"CU7040","ISAIAS","GILMORE","FL","South","M","Nurse","No",42,0,62088,0,1,1,2,"MARRIED",30722,"VERY HIGH"
"CU14975","CHRISTOPER","BAEZ","WI","Midwest","M","PROF-11","No",35,0,62427,3,1,1,3,"SINGLE",24606.75,"HIGH"
"CU14235","MERRILL","MALONEY","CA","West","M","Fireman","No",31,1,59296,3,1,0,3,"SINGLE",8424,"LOW"
"CU9217","MARIANELA","EWING","IL","Midwest","F","IT Staff","No",54,1,71191,1,1,1,1,"DIVORCED",26697.75,"HIGH"
"CU12528","AKILAH","KOENIG","NY","NorthEast","F","Construction Laborer","No",38,0,62763,1,1,1,1,"MARRIED",27990.75,"HIGH"
"CU14308","ALVA","NORMAN","NC","South","M","PROF-23","No",26,0,62349,1,1,1,1,"MARRIED",26687.25,"HIGH"
"CU2533","AUGUSTUS","MOSELEY","NY","NorthEast","M","Sales Representative","No",0,0,60037,0,1,0,2,"SINGLE",0,"LOW"
"CU2798","PING","HARRIS","MI","Midwest","F","Fireman","No",41,0,75513,2,1,1,2,"DIVORCED",29978.25,"HIGH"
"CU14941","SALLEY","STAMPER","MS","South","F","IT Staff","No",29,0,66175,1,1,1,1,"DIVORCED",27943.75,"HIGH"
"CU5704","LEONARDO","CALVERT","MI","Midwest","M","Publisher","No",26,1,69340,3,1,2,3,"DIVORCED",30435,"VERY HIGH"
"CU6691","MAIA","SOSA","MI","Midwest","F","Publisher","No",49,0,63103,1,1,1,1,"DIVORCED",29175.75,"HIGH"
"CU11574","JERALD","MELVIN","NY","NorthEast","M","Fireman","No",42,0,61491,1,1,1,1,"MARRIED",28072.75,"HIGH"
"CU2129","HENRY","MCGHEE","NY","NorthEast","M","Author","No",61,0,63785,0,1,0,2,"SINGLE",23046.25,"HIGH"
"CU7846","MARYLOU","WEIR","NY","NorthEast","F","IT Staff","No",24,1,64353,1,1,1,1,"MARRIED",21988.25,"MEDIUM"
"CU1840","MORGAN","BRASWELL","NY","NorthEast","M","Author","No",66,1,68128,0,1,0,2,"SINGLE",19632,"MEDIUM"
"CU15559","CLAUDIO","VARGAS","IL","Midwest","M","PROF-41","No",28,0,64053,3,1,1,3,"SINGLE",24313.25,"HIGH"
"CU14733","LAWRENCE","CAMERON","NV","Southwest","M","Not specified","No",27,0,57045,3,1,1,3,"MARRIED",22461.25,"HIGH"
"CU4598","BENNETT","MYERS","CA","West","M","PROF-47","No",43,0,60388,1,1,1,1,"MARRIED",27897,"HIGH"
"CU11006","MAYRA","PLUMMER","MI","Midwest","F","Construction Laborer","No",33,0,62334,5,1,1,5,"DIVORCED",21383.5,"MEDIUM"
"CU845","GIGI","BEAULIEU","NY","NorthEast","F","Waiter/Waitress","No",37,1,66764,1,1,1,1,"MARRIED",23891,"HIGH"
"CU7296","MECHELLE","WHITLEY","MI","Midwest","F","PROF-25","No",63,1,83961,1,1,1,1,"DIVORCED",30790.25,"VERY HIGH"
"CU6476","LANELLE","HENRY","NY","NorthEast","F","PROF-44","No",21,1,67710,5,1,1,5,"MARRIED",16527.5,"MEDIUM"
"CU11917","QUINTIN","MCMAHAN","NM","Southwest","M","Programmer/Developer","No",32,1,59013,1,0,0,1,"SINGLE",11453.25,"LOW"
"CU14334","RONALD","BLACKWELL","CA","West","M","Programmer/Developer","No",24,0,70489,3,0,0,3,"SINGLE",15522.25,"MEDIUM"
"CU7472","CRYSTAL","RANDLE","NY","NorthEast","F","IT Staff","No",40,0,46360,1,1,1,5,"MARRIED",26090,"HIGH"
"CU13028","BENEDICT","OCONNOR","DC","NorthEast","M","PROF-40","No",26,0,68753,3,1,1,3,"MARRIED",25288.25,"HIGH"
"CU1547","FAYE","KRUSE","UT","Southwest","F","Childcare Worker","No",30,1,70853,5,1,1,5,"DIVORCED",18213.25,"MEDIUM"
"CU1722","SABINE","PENA","CA","West","F","Waiter/Waitress","No",63,0,62155,1,1,1,1,"MARRIED",30338.75,"VERY HIGH"
"CU129","GREG","LEMON","MS","South","M","PROF-8","No",30,0,63107,1,1,2,1,"MARRIED",37276.75,"VERY HIGH"
"CU15240","CHANCE","DUNCAN","UT","Southwest","M","Software Engineer","No",41,0,73116,1,1,1,1,"DIVORCED",30879,"VERY HIGH"
"CU13184","ELDRIDGE","BOLTON","IL","Midwest","M","Cashier","No",42,1,66473,1,1,1,1,"DIVORCED",24318.25,"HIGH"
"CU3113","HUMBERTO","CORBIN","MS","South","M","IT Staff","No",38,1,64138,0,1,0,2,"SINGLE",15834.5,"MEDIUM"
"CU11108","FRANCIS","ROSEN","NY","NorthEast","M","Technical Writer","No",26,1,58981,1,1,1,1,"MARRIED",20845.25,"MEDIUM"
"CU5201","MARCO","BLANCO","NY","NorthEast","M","PROF-23","No",44,0,61980,0,1,0,2,"SINGLE",20895,"MEDIUM"
"CU14670","BOYD","HARTMAN","NY","NorthEast","M","Sales Representative","No",21,0,69983,3,1,1,3,"SINGLE",25095.75,"HIGH"
"CU10375","LYLE","METZGER","NY","NorthEast","M","Nurse","No",77,1,62791,1,1,1,1,"SINGLE",26897.75,"HIGH"
"CU13664","ASHLEY","LOZANO","NY","NorthEast","F","PROF-65","No",46,0,37572,3,1,1,4,"MARRIED",19993,"MEDIUM"
"CU7426","LESLEY","BRANCH","NY","NorthEast","M","PROF-13","No",39,0,71821,3,1,1,3,"MARRIED",27355.25,"HIGH"
"CU8916","FRANCIS","GAGNE","DC","NorthEast","M","Nurse","No",42,1,64367,2,1,1,2,"DIVORCED",22291.75,"HIGH"
"CU14750","ANTONIO","AUSTIN","MI","Midwest","M","Author","No",48,1,67163,6,1,1,4,"DIVORCED",16590.75,"MEDIUM"
"CU7922","DONNELL","HANCOCK","IL","Midwest","M","Programmer/Developer","No",29,0,60550,3,1,0,3,"SINGLE",13537.5,"LOW"
"CU11324","GILBERT","LIU","NY","NorthEast","M","PROF-43","No",42,0,81832,3,1,1,3,"MARRIED",30158,"VERY HIGH"
"CU7481","ERIN","BLACKMAN","NY","NorthEast","M","Programmer/Developer","No",23,0,58079,3,1,0,3,"SINGLE",12319.75,"LOW"
"CU14507","STEVEN","CRAVEN","NY","NorthEast","M","Programmer/Developer","No",24,1,71886,3,1,0,3,"SINGLE",10871.5,"LOW"
"CU1704","ILLA","MCCORD","MI","Midwest","F","IT Staff","No",57,1,70982,1,1,1,1,"DIVORCED",26945.5,"HIGH"
"CU8915","JEROMY","HINDS","NY","NorthEast","M","PROF-5","No",22,0,70401,0,0,0,2,"SINGLE",20800.25,"MEDIUM"
"CU15828","ALBERTO","MATLOCK","MI","Midwest","M","Medical Doctor","No",0,0,66119,0,1,0,2,"SINGLE",0,"LOW"
"CU135","ROSAMOND","HOGUE","NY","NorthEast","F","IT Staff","No",38,1,60195,1,1,1,1,"DIVORCED",22348.75,"HIGH"
"CU876","BERNEICE","CURRY","CA","West","F","Author","No",55,1,55726,5,1,2,5,"DIVORCED",26931.5,"HIGH"
"CU3852","MERVIN","BAUM","DC","NorthEast","M","Veterinarian","No",28,1,70347,0,1,2,4,"MARRIED",37386.75,"VERY HIGH"
"CU72","KENNA","JARRETT","IL","Midwest","F","School Teacher","No",67,1,63581,2,1,1,2,"WIDOWED",24595.25,"HIGH"
"CU10011","MOZELLA","CAREY","MI","Midwest","F","PROF-16","No",39,0,92802,1,1,1,1,"MARRIED",35600.5,"VERY HIGH"
"CU13908","EDWARDO","DEMPSEY","CA","West","M","Construction Laborer","No",44,0,65940,0,1,0,2,"SINGLE",21885,"MEDIUM"
"CU7244","MARLIN","HIGHTOWER","CA","West","M","Nurse","No",23,0,56255,0,1,0,2,"SINGLE",17363.75,"MEDIUM"
"CU2943","LOWELL","BLANCO","NY","NorthEast","M","Bank Teller","No",51,1,59348,0,1,0,2,"SINGLE",15937,"MEDIUM"
"CU9663","ORVILLE","ISAAC","CA","West","M","Nurse","No",23,1,61616,3,1,1,3,"SINGLE",18204,"MEDIUM"
"CU13887","DARLINE","HUDSON","NY","NorthEast","F","Dentist","No",30,1,59067,1,1,2,1,"MARRIED",31266.75,"VERY HIGH"
"CU12409","BRICE","DUNCAN","CA","West","M","Programmer/Developer","No",21,0,57282,3,1,0,3,"SINGLE",11920.5,"LOW"
"CU5795","BILLY","BROWNE","MI","Midwest","M","PROF-48","No",79,1,69639,0,1,0,2,"SINGLE",21309.75,"MEDIUM"
"CU10855","NELSON","CORONA","NY","NorthEast","M","Lab Technician","No",26,1,70978,3,1,1,3,"DIVORCED",20844.5,"MEDIUM"
"CU14560","COLTON","DUNN","NY","NorthEast","M","IT Staff","No",51,1,61126,1,1,1,1,"DIVORCED",23881.5,"HIGH"
"CU6556","DOMINICK","DIAMOND","CA","West","M","Software Engineer","No",45,0,68006,3,1,1,3,"MARRIED",27001.5,"HIGH"
"CU1065","ULYSSES","MAYNARD","MI","Midwest","M","Author","No",0,0,68468,0,1,0,2,"SINGLE",0,"LOW"
"CU15231","JACKIE","HEATH","UT","Southwest","M","PROF-5","No",0,0,64993,3,1,0,3,"SINGLE",0,"LOW"
"CU6993","RUBEN","STAHL","MI","Midwest","M","Nurse","No",68,0,82343,0,1,0,2,"SINGLE",28385.75,"HIGH"
"CU259","ORLANDO","GILL","CA","West","M","Construction Laborer","No",30,0,64971,3,1,1,3,"MARRIED",24742.75,"HIGH"
"CU27","HAL","DEVINE","NV","Southwest","M","Homemaker","No",39,1,65390,1,1,0,1,"SINGLE",13747.5,"LOW"
"CU12567","SIMON","HOLLOWAY","FL","South","M","Truck Driver","No",25,0,69980,1,1,1,1,"DIVORCED",28495,"HIGH"
"CU10707","TREENA","MERRITT","CA","West","F","PROF-5","No",35,0,63993,1,1,1,1,"MARRIED",27998.25,"HIGH"
"CU5262","JOHNNIE","KOHLER","OR","West","M","Not specified","No",36,0,65506,0,1,1,2,"DIVORCED",30976.5,"VERY HIGH"
"CU14153","WALLACE","MCMILLAN","NY","NorthEast","M","Construction Laborer","No",32,0,64183,3,1,1,3,"SINGLE",24745.75,"HIGH"
"CU4663","BRITTANIE","COLVIN","DC","NorthEast","F","Cashier","No",49,1,64902,2,1,1,2,"DIVORCED",23125.5,"HIGH"
"CU7200","MARCUS","BOWIE","UT","Southwest","M","First-line Manager","No",79,0,66318,6,1,0,4,"SINGLE",14479.5,"MEDIUM"
"CU10410","AUGUSTINE","KNIGHT","NY","NorthEast","M","Nurse","No",24,0,64415,3,1,1,3,"SINGLE",24003.75,"HIGH"
"CU339","JAIME","HOOD","DC","NorthEast","M","Nurse","No",48,1,62477,0,1,0,2,"SINGLE",16419.25,"MEDIUM"
"CU13739","WILLIE","BROCK","MI","Midwest","M","Construction Laborer","No",30,0,58128,3,1,2,3,"SINGLE",33032,"VERY HIGH"
"CU6291","LUE","GILCHRIST","CA","West","F","Medical Doctor","No",45,0,59755,3,1,2,2,"DIVORCED",34438.75,"VERY HIGH"
"CU14851","ROSARIO","CLINE","MN","West","M","School Teacher","No",37,0,61162,0,0,0,2,"SINGLE",19990.5,"MEDIUM"
"CU3323","EDGARDO","VILLALOBOS","NY","NorthEast","M","Clerical","No",47,0,73571,1,1,1,1,"MARRIED",31592.75,"VERY HIGH"
"CU9347","TAYNA","HENLEY","CA","West","F","Author","No",72,0,69457,1,1,1,1,"MARRIED",33064.25,"VERY HIGH"
"CU3376","PHYLLIS","DAWKINS","MI","Midwest","F","Plumber","No",40,1,63840,1,1,1,2,"DIVORCED",23960,"HIGH"
"CU9374","MARCOS","JAMISON","IL","Midwest","M","Publisher","No",30,1,68785,5,1,1,5,"DIVORCED",17696.25,"MEDIUM"
"CU7767","LETTIE","BECERRA","CA","West","F","Software Engineer","No",59,1,76739,1,1,1,1,"WIDOWED",28584.75,"HIGH"
"CU2769","LEOPOLDO","MCKAY","MN","West","M","Fireman","No",45,1,65101,0,1,1,2,"MARRIED",26775.25,"HIGH"
"CU8536","DARRYL","PALMER","MI","Midwest","M","Plumber","No",53,1,69267,0,1,0,2,"SINGLE",18616.75,"MEDIUM"
"CU12702","MARCELINE","BROUSSARD","MN","West","F","PROF-39","No",46,0,76169,4,1,1,4,"DIVORCED",27642.25,"HIGH"
"CU11325","EVERETT","WALSH","WI","Midwest","M","Programmer/Developer","No",27,0,54882,3,1,1,3,"SINGLE",21920.5,"MEDIUM"
"CU1653","KRISTAN","COREY","CA","West","F","IT Staff","No",70,1,75250,1,1,2,1,"WIDOWED",39312.5,"VERY HIGH"
"CU15780","DONNELL","CARVER","CA","West","M","Programmer/Developer","No",28,1,58279,3,1,0,3,"SINGLE",7869.75,"LOW"
"CU2799","EDDIE","CASTANEDA","MI","Midwest","F","IT Staff","No",46,1,64759,1,1,1,1,"DIVORCED",24289.75,"HIGH"
"CU6859","JANETH","HOSKINS","MI","Midwest","F","IT Staff","No",53,1,71933,1,1,1,1,"DIVORCED",26783.25,"HIGH"
"CU3537","LAWRENCE","BOGGS","CA","West","M","PROF-3","No",48,1,61958,1,1,1,1,"DIVORCED",23789.5,"HIGH"
"CU5726","HWA","DYSON","CA","West","F","Waiter/Waitress","No",56,1,60912,3,1,2,4,"WIDOWED",31828,"VERY HIGH"
"CU3892","JAMAAL","ROBERSON","NY","NorthEast","M","PROF-47","No",45,1,58676,0,1,1,2,"DIVORCED",25169,"HIGH"
"CU7791","MORTON","POPE","CA","West","M","Lab Technician","No",31,1,72144,1,1,1,1,"DIVORCED",24636,"HIGH"
"CU73","DAVINA","VOGEL","NY","NorthEast","F","PROF-63","No",0,1,66857,3,1,1,4,"MARRIED",0,"LOW"
"CU8218","LEN","GRIFFITH","NY","NorthEast","M","Sales Representative","No",30,1,65304,3,1,1,3,"MARRIED",19826,"MEDIUM"
"CU5460","DAYLE","WEATHERS","CA","West","F","Law Enforcement Officer","No",34,1,101688,1,1,1,4,"OTHER",33822,"VERY HIGH"
"CU8921","KATHY","SHERIDAN","NY","NorthEast","F","Veterinarian","No",48,1,63826,4,1,1,4,"MARRIED",19756.5,"MEDIUM"
"CU10655","LOGAN","CHILDS","NY","NorthEast","M","PROF-3","No",25,1,67863,3,1,1,3,"MARRIED",19965.75,"MEDIUM"
"CU14743","DEWEY","CONNER","CA","West","M","PROF-30","No",22,0,59720,3,0,0,3,"SINGLE",12630,"LOW"
"CU15069","GARY","GATES","NY","NorthEast","M","PROF-42","No",36,0,68137,3,1,1,3,"DIVORCED",26134.25,"HIGH"
"CU9515","DANA","PADGETT","NY","NorthEast","M","Nurse","No",32,1,61870,0,1,0,2,"SINGLE",14667.5,"MEDIUM"
"CU2","MILLARD","BENSON","MI","Midwest","M","Administrative Assistant","No",32,0,64928,0,1,0,2,"SINGLE",20432,"MEDIUM"
"CU8064","TEMEKA","MCMILLIAN","NY","NorthEast","F","Not specified","No",31,1,46057,1,1,1,1,"MARRIED",18114.25,"MEDIUM"
"CU7394","JENEE","MCCLELLAND","MI","Midwest","F","PROF-29","No",35,0,63009,1,1,1,4,"MARRIED",29252.25,"HIGH"
"CU6250","RENATA","WELCH","NV","Southwest","F","Clerical","No",44,1,98263,3,1,2,4,"OTHER",39965.75,"VERY HIGH"
"CU4176","MAN","MUNIZ","NY","NorthEast","M","Clerical","No",40,1,48718,1,1,2,1,"MARRIED",29679.5,"HIGH"
"CU3095","KITTY","CROW","NY","NorthEast","F","Administrator","No",49,1,59870,1,1,1,1,"WIDOWED",23367.5,"HIGH"
"CU12821","WILLY","CASH","CA","West","M","PROF-4","No",34,0,65758,3,1,1,3,"MARRIED",25339.5,"HIGH"
"CU7070","VAN","WARREN","UT","Southwest","M","Software Engineer","No",57,1,62517,1,1,1,1,"WIDOWED",24829.25,"HIGH"
"CU2611","EDWIN","SALGADO","NY","NorthEast","M","School Teacher","No",32,1,62236,3,1,1,3,"MARRIED",19259,"MEDIUM"
"CU4309","PEGGIE","BLAKE","NV","Southwest","F","IT Staff","No",35,1,62719,1,1,1,1,"DIVORCED",22679.75,"HIGH"
"CU9839","LANE","TRIPP","CA","West","M","PROF-5","No",54,0,66180,6,1,1,4,"MARRIED",21945,"MEDIUM"
"CU13678","SAM","KEYS","MI","Midwest","M","Plumber","No",48,1,60188,1,1,1,1,"MARRIED",23347,"HIGH"
"CU15455","JAVIER","REESE","MI","Midwest","M","Truck Driver","No",33,1,66877,3,1,2,3,"SINGLE",30519.25,"VERY HIGH"
"CU13442","WILBURN","VENTURA","FL","South","M","Programmer/Developer","No",23,0,64746,3,0,0,3,"SINGLE",13986.5,"LOW"
"CU6543","STAN","HARRIS","FL","South","M","Veterinarian","No",50,1,59582,0,1,0,4,"SINGLE",16895.5,"MEDIUM"
"CU14250","STEVEN","SWEET","MI","Midwest","F","Law Enforcement Officer","No",43,1,73464,1,1,1,1,"DIVORCED",26166,"HIGH"
"CU4808","DINORAH","FELIX","CA","West","F","Not specified","No",40,0,67482,5,1,1,5,"DIVORCED",23370.5,"HIGH"
"CU11958","ALEIDA","RAMSEY","CA","West","F","IT Staff","No",36,1,80454,4,1,1,4,"DIVORCED",22713.5,"HIGH"
"CU1954","CLEO","SHOOK","CO","West","M","PROF-24","No",41,0,65044,0,1,0,2,"SINGLE",21361,"MEDIUM"
"CU2855","WYNONA","CASH","WI","Midwest","F","IT Staff","No",44,1,60271,1,1,1,1,"DIVORCED",22967.75,"HIGH"
"CU4775","ANTIONE","VALENCIA","MI","Midwest","M","PROF-18","No",28,0,68419,3,1,1,3,"DIVORCED",25404.75,"HIGH"
"CU1915","MELANY","HAMILTON","NY","NorthEast","F","Bank Teller","No",53,1,63109,2,1,1,2,"MARRIED",23077.25,"HIGH"
"CU14254","MERVIN","THARP","NY","NorthEast","M","IT Staff","No",34,1,61585,1,1,1,1,"DIVORCED",22296.25,"HIGH"
"CU2866","MARJORY","SHELL","MI","Midwest","F","IT Staff","No",39,1,65534,1,1,1,1,"DIVORCED",23783.5,"HIGH"
"CU1612","VALERIE","VILLARREAL","MI","Midwest","F","PROF-19","No",54,0,75110,1,1,1,1,"DIVORCED",32677.5,"VERY HIGH"
"CU3835","ARMANDO","GANT","CA","West","M","Childcare Worker","No",43,0,58404,3,1,1,3,"MARRIED",24401,"HIGH"
"CU385","ARIELLE","DYE","NY","NorthEast","F","School Teacher","No",79,1,71057,5,1,1,5,"DIVORCED",23164.25,"HIGH"
"CU6461","CARLOS","NEAL","NY","NorthEast","M","Nurse","No",62,1,68116,0,1,0,2,"SINGLE",19229,"MEDIUM"
"CU15821","RASHAD","JEFFERSON","NY","NorthEast","M","Sales Representative","No",22,0,75552,3,1,1,3,"MARRIED",26588,"HIGH"
"CU8826","DANIEL","DICKENS","MI","Midwest","M","Clerical","No",28,1,67315,5,1,1,5,"DIVORCED",17128.75,"MEDIUM"
"CU4113","JUDE","HATCH","MI","Midwest","M","PROF-18","No",35,0,61933,3,1,1,3,"MARRIED",24483.25,"HIGH"
"CU10236","ALFRED","DELACRUZ","FL","South","M","Programmer/Developer","No",26,1,62275,3,0,0,3,"SINGLE",8668.75,"LOW"
"CU5144","PORSHA","CARRASCO","MI","Midwest","F","Law Enforcement Officer","No",64,1,69836,1,1,1,1,"DIVORCED",27359,"HIGH"
"CU8530","SID","CLIFFORD","MI","Midwest","M","PROF-29","No",47,1,63074,1,1,0,1,"SINGLE",13968.5,"LOW"
"CU1015","RALEIGH","HYDE","WI","Midwest","M","Waiter/Waitress","No",48,1,60556,3,1,1,3,"MARRIED",20439,"MEDIUM"
"CU14991","ROBIN","ZEIGLER","OR","West","M","Waiter/Waitress","No",19,0,66442,3,1,1,3,"SINGLE",24010.5,"HIGH"
"CU13624","DARIO","MARINO","NY","NorthEast","M","Clerical","No",29,0,62494,1,1,1,1,"MARRIED",27023.5,"HIGH"
"CU7744","GREG","UPTON","NY","NorthEast","M","Construction Laborer","No",48,1,67566,1,1,1,1,"MARRIED",25191.5,"HIGH"
